ID	POEM_NUMBER	POEM	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	ALIGNMENT	RHYME	RHYME_WORD	RHYMEIDS
3945	196	小宛	196.6	3	惴惴小心	惴 + 惴 + 小 + 心	惴 + 惴 + 小 + 心		心	0 0 0 0
3946	196	小宛	196.6	4	如臨于a谷	如 + 臨 + 于 + 谷	如 + 臨 + 于 + 谷	196.6.a	谷	0 0 0 950
3947	196	小宛	196.6	5	戰戰b兢b兢	戰 + 戰 + 兢 + 兢	戰 + 戰 + 兢 + 兢	196.6.b	兢	0 0 951 951
3949	196	小宛	196.6	7	如履薄b冰	如 + 履 + 薄 + 冰	如 + 履 + 薄 + 冰	196.6.b	冰	0 0 0 951
3950	197	小弁	197.1	1	弁彼鸒a斯	弁 + 彼 + 鸒 + 斯	弁 + 彼 + 鸒 + 斯	197.1.a	斯	0 0 0 952
3951	197	小弁	197.1	2	歸飛提a提	歸 + 飛 + 提 + 提	歸 + 飛 + 提 + 提	197.1.a	提	0 0 0 952
3952	197	小弁	197.1	3	民莫不穀	民 + 莫 + 不 + 穀	民 + 莫 + 不 + 穀		穀	0 0 0 0
3953	197	小弁	197.1	4	我獨于b罹	我 + 獨 + 于 + 罹	我 + 獨 + 于 + 罹	197.1.b	罹	0 0 0 953
3954	197	小弁	197.1	5	何辜于天	何 + 辜 + 于 + 天	何 + 辜 + 于 + 天		天	0 0 0 0
3955	197	小弁	197.1	6	我罪伊b何	我 + 罪 + 伊 + 何	我 + 罪 + 伊 + 何	197.1.b	何	0 0 0 953
3956	197	小弁	197.1	7	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
3957	197	小弁	197.1	8	云如之b何	云 + 如 + 之 + 何	云 + 如 + 之 + 何	197.1.b	何	0 0 0 953
3958	197	小弁	197.2	1	踧踧周a道	踧 + 踧 + 周 + 道	踧 + 踧 + 周 + 道	197.2.a	道	0 0 0 954
3959	197	小弁	197.2	2	鞫為茂a草	鞫 + 為 + 茂 + 草	鞫 + 為 + 茂 + 草	197.2.a	草	0 0 0 954
3960	197	小弁	197.2	3	我心憂傷	我 + 心 + 憂 + 傷	我 + 心 + 憂 + 傷		傷	0 0 0 0
3961	197	小弁	197.2	4	惄焉如a擣	惄 + 焉 + 如 + 擣	惄 + 焉 + 如 + 擣	197.2.a	擣	0 0 0 954
3962	197	小弁	197.2	5	假寐永歎	假 + 寐 + 永 + 歎	假 + 寐 + 永 + 歎		歎	0 0 0 0
3963	197	小弁	197.2	6	維憂用a老	維 + 憂 + 用 + 老	維 + 憂 + 用 + 老	197.2.a	老	0 0 0 954
3964	197	小弁	197.2	7	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
3965	197	小弁	197.2	8	疢如疾a首	疢 + 如 + 疾 + 首	疢 + 如 + 疾 + 首	197.2.a	首	0 0 0 954
3966	197	小弁	197.3	1	維桑與a梓	維 + 桑 + 與 + 梓	維 + 桑 + 與 + 梓	197.3.a	梓	0 0 0 955
3967	197	小弁	197.3	2	必恭敬a止	必 + 恭 + 敬 + 止	必 + 恭 + 敬 + 止	197.3.a	止	0 0 0 955
3968	197	小弁	197.3	3	靡瞻匪父	靡 + 瞻 + 匪 + 父	靡 + 瞻 + 匪 + 父		父	0 0 0 0
3969	197	小弁	197.3	4	靡依匪a母	靡 + 依 + 匪 + 母	靡 + 依 + 匪 + 母	197.3.a	母	0 0 0 955
3970	197	小弁	197.3	5	不屬于毛	不 + 屬 + 于 + 毛	不 + 屬 + 于 + 毛		毛	0 0 0 0
3971	197	小弁	197.3	6	不離于a裏	不 + 離 + 于 + 裏	不 + 離 + 于 + 裏	197.3.a	裏	0 0 0 955
3972	197	小弁	197.3	7	天之生我	天 + 之 + 生 + 我	天 + 之 + 生 + 我		我	0 0 0 0
3973	197	小弁	197.3	8	我辰安a在	我 + 辰 + 安 + 在	我 + 辰 + 安 + 在	197.3.a	在	0 0 0 955
3974	197	小弁	197.4	1	菀彼柳斯	菀 + 彼 + 柳 + 斯	菀 + 彼 + 柳 + 斯		斯	0 0 0 0
3975	197	小弁	197.4	2	鳴蜩嘒a嘒	鳴 + 蜩 + 嘒 + 嘒	鳴 + 蜩 + 嘒 + 嘒	197.4.a	嘒	0 0 0 956
3976	197	小弁	197.4	3	有凗者淵	有 + 凗 + 者 + 淵	有 + 凗 + 者 + 淵		淵	0 0 0 0
3977	197	小弁	197.4	4	萑葦淠a淠	萑 + 葦 + 淠 + 淠	萑 + 葦 + 淠 + 淠	197.4.a	淠	0 0 0 956
3978	197	小弁	197.4	5	譬彼舟流	譬 + 彼 + 舟 + 流	譬 + 彼 + 舟 + 流		流	0 0 0 0
3979	197	小弁	197.4	6	不知所a屆	不 + 知 + 所 + 屆	不 + 知 + 所 + 屆	197.4.a	屆	0 0 0 956
3980	197	小弁	197.4	7	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
3981	197	小弁	197.4	8	不遑假a寐	不 + 遑 + 假 + 寐	不 + 遑 + 假 + 寐	197.4.a	寐	0 0 0 956
3982	197	小弁	197.5	1	鹿斯之奔	鹿 + 斯 + 之 + 奔	鹿 + 斯 + 之 + 奔		奔	0 0 0 0
3983	197	小弁	197.5	2	維足a伎a伎	維 + 足 + 伎 + 伎	維 + 足 + 伎 + 伎	197.5.a	伎	0 0 957 957
3985	197	小弁	197.5	4	雉之朝雊	雉 + 之 + 朝 + 雊	雉 + 之 + 朝 + 雊		雊	0 0 0 0
3986	197	小弁	197.5	5	尚求其a雌	尚 + 求 + 其 + 雌	尚 + 求 + 其 + 雌	197.5.a	雌	0 0 0 957
3987	197	小弁	197.5	6	譬彼壞木	譬 + 彼 + 壞 + 木	譬 + 彼 + 壞 + 木		木	0 0 0 0
3988	197	小弁	197.5	7	疾用無a枝	疾 + 用 + 無 + 枝	疾 + 用 + 無 + 枝	197.5.a	枝	0 0 0 957
3989	197	小弁	197.5	8	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
3990	197	小弁	197.5	9	寧莫之a知	寧 + 莫 + 之 + 知	寧 + 莫 + 之 + 知	197.5.a	知	0 0 0 957
3991	197	小弁	197.6	1	相彼投兔	相 + 彼 + 投 + 兔	相 + 彼 + 投 + 兔		兔	0 0 0 0
3992	197	小弁	197.6	2	尚或a先之	尚 + 或 + 先 + 之	尚 + 或 + 先 + 之	197.6.a	先	0 0 958 0
3993	197	小弁	197.6	3	行有死人	行 + 有 + 死 + 人	行 + 有 + 死 + 人		人	0 0 0 0
3994	197	小弁	197.6	4	尚或a墐之	尚 + 或 + 墐 + 之	尚 + 或 + 墐 + 之	197.6.a	墐	0 0 958 0
3995	197	小弁	197.6	5	君子秉心	君 + 子 + 秉 + 心	君 + 子 + 秉 + 心		心	0 0 0 0
3996	197	小弁	197.6	6	維其b?a忍之	維 + 其 + 忍 + 之	維 + 其 + 忍 + 之	197.6.b	忍	0 0 0 0
3997	197	小弁	197.6	7	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
3998	197	小弁	197.6	8	涕既b?a隕之	涕 + 既 + 隕 + 之	涕 + 既 + 隕 + 之	197.6.b	隕	0 0 0 0
3999	197	小弁	197.7	1	君子信讒	君 + 子 + 信 + 讒	君 + 子 + 信 + 讒		讒	0 0 0 0
4000	197	小弁	197.7	2	如或a酬之	如 + 或 + 酬 + 之	如 + 或 + 酬 + 之	197.7.a	酬	0 0 959 0
4001	197	小弁	197.7	3	君子不惠	君 + 子 + 不 + 惠	君 + 子 + 不 + 惠		惠	0 0 0 0
4002	197	小弁	197.7	4	不舒a究之	不 + 舒 + 究 + 之	不 + 舒 + 究 + 之	197.7.a	究	0 0 959 0
4003	197	小弁	197.7	5	伐木b掎矣	伐 + 木 + 掎 + 矣	伐 + 木 + 掎 + 矣	197.7.b	掎	0 0 960 0
4004	197	小弁	197.7	6	析薪b杝矣	析 + 薪 + 杝 + 矣	析 + 薪 + 杝 + 矣	197.7.b	杝	0 0 960 0
4005	197	小弁	197.7	7	舍彼有罪	舍 + 彼 + 有 + 罪	舍 + 彼 + 有 + 罪		罪	0 0 0 0
4006	197	小弁	197.7	8	予之b佗矣	予 + 之 + 佗 + 矣	予 + 之 + 佗 + 矣	197.7.b	佗	0 0 960 0
4007	197	小弁	197.8	1	莫高匪a山	莫 + 高 + 匪 + 山	莫 + 高 + 匪 + 山	197.8.a	山	0 0 0 961
4008	197	小弁	197.8	2	莫浚匪a泉	莫 + 浚 + 匪 + 泉	莫 + 浚 + 匪 + 泉	197.8.a	泉	0 0 0 961
4009	197	小弁	197.8	3	君子無易由a言	君 + 子 + 無 + 易 + 由 + 言	君 + 子 + 無 + 易 + 由 + 言	197.8.a	言	0 0 0 0 0 961
4010	197	小弁	197.8	4	耳屬于a垣	耳 + 屬 + 于 + 垣	耳 + 屬 + 于 + 垣	197.8.a	垣	0 0 0 961
4011	197	小弁	197.8	5	無逝我梁	無 + 逝 + 我 + 梁	無 + 逝 + 我 + 梁		梁	0 0 0 0
4012	197	小弁	197.8	6	無發我b笱	無 + 發 + 我 + 笱	無 + 發 + 我 + 笱	197.8.b	笱	0 0 0 962
4013	197	小弁	197.8	7	我躬不閱	我 + 躬 + 不 + 閱	我 + 躬 + 不 + 閱		閱	0 0 0 0
4014	197	小弁	197.8	8	遑恤我b後	遑 + 恤 + 我 + 後	遑 + 恤 + 我 + 後	197.8.b	後	0 0 0 962
4015	198	巧言	198.1	1	悠悠昊天	悠 + 悠 + 昊 + 天	悠 + 悠 + 昊 + 天		天	0 0 0 0
4016	198	巧言	198.1	2	曰父母a且	曰 + 父 + 母 + 且	曰 + 父 + 母 + 且	198.1.a	且	0 0 0 963
4017	198	巧言	198.1	3	無罪無a辜	無 + 罪 + 無 + 辜	無 + 罪 + 無 + 辜	198.1.a	辜	0 0 0 963
4018	198	巧言	198.1	4	亂如此a幠	亂 + 如 + 此 + 幠	亂 + 如 + 此 + 幠	198.1.a	幠	0 0 0 963
4019	198	巧言	198.1	5	昊天已b威	昊 + 天 + 已 + 威	昊 + 天 + 已 + 威	198.1.b	威	0 0 0 964
4020	198	巧言	198.1	6	予慎無b罪	予 + 慎 + 無 + 罪	予 + 慎 + 無 + 罪	198.1.b	罪	0 0 0 964
4021	198	巧言	198.1	7	昊天泰c幠	昊 + 天 + 泰 + 幠	昊 + 天 + 泰 + 幠	198.1.c	幠	0 0 0 965
4022	198	巧言	198.1	8	予慎無c辜	予 + 慎 + 無 + 辜	予 + 慎 + 無 + 辜	198.1.c	辜	0 0 0 965
4023	198	巧言	198.2	1	亂之初生	亂 + 之 + 初 + 生	亂 + 之 + 初 + 生		生	0 0 0 0
4024	198	巧言	198.2	2	僭始既a涵	僭 + 始 + 既 + 涵	僭 + 始 + 既 + 涵	198.2.a	涵	0 0 0 966
4025	198	巧言	198.2	3	亂之又生	亂 + 之 + 又 + 生	亂 + 之 + 又 + 生		生	0 0 0 0
4026	198	巧言	198.2	4	君子信a讒	君 + 子 + 信 + 讒	君 + 子 + 信 + 讒	198.2.a	讒	0 0 0 966
4027	198	巧言	198.2	5	君子如b怒	君 + 子 + 如 + 怒	君 + 子 + 如 + 怒	198.2.b	怒	0 0 0 967
4028	198	巧言	198.2	6	亂庶遄b沮	亂 + 庶 + 遄 + 沮	亂 + 庶 + 遄 + 沮	198.2.b	沮	0 0 0 967
4029	198	巧言	198.2	7	君子如c祉	君 + 子 + 如 + 祉	君 + 子 + 如 + 祉	198.2.c	祉	0 0 0 968
4030	198	巧言	198.2	8	亂庶遄c已	亂 + 庶 + 遄 + 已	亂 + 庶 + 遄 + 已	198.2.c	已	0 0 0 968
4031	198	巧言	198.3	1	君子屢a盟	君 + 子 + 屢 + 盟	君 + 子 + 屢 + 盟	198.3.a	盟	0 0 0 969
4032	198	巧言	198.3	2	亂是用a長	亂 + 是 + 用 + 長	亂 + 是 + 用 + 長	198.3.a	長	0 0 0 969
4033	198	巧言	198.3	3	君子信b盜	君 + 子 + 信 + 盜	君 + 子 + 信 + 盜	198.3.b	盜	0 0 0 970
4034	198	巧言	198.3	4	亂是用b暴	亂 + 是 + 用 + 暴	亂 + 是 + 用 + 暴	198.3.b	暴	0 0 0 970
4035	198	巧言	198.3	5	盜言孔c甘	盜 + 言 + 孔 + 甘	盜 + 言 + 孔 + 甘	198.3.c	甘	0 0 0 971
4036	198	巧言	198.3	6	亂是用c餤	亂 + 是 + 用 + 餤	亂 + 是 + 用 + 餤	198.3.c	餤	0 0 0 971
4037	198	巧言	198.3	7	匪其止d共	匪 + 其 + 止 + 共	匪 + 其 + 止 + 共	198.3.d	共	0 0 0 972
4038	198	巧言	198.3	8	維王之d邛	維 + 王 + 之 + 邛	維 + 王 + 之 + 邛	198.3.d	邛	0 0 0 972
4039	198	巧言	198.4	1	奕奕寢廟	奕 + 奕 + 寢 + 廟	奕 + 奕 + 寢 + 廟		廟	0 0 0 0
4040	198	巧言	198.4	2	君子a作之	君 + 子 + 作 + 之	君 + 子 + 作 + 之	198.4.a	作	0 0 973 0
4041	198	巧言	198.4	3	秩秩大猷	秩 + 秩 + 大 + 猷	秩 + 秩 + 大 + 猷		猷	0 0 0 0
4042	198	巧言	198.4	4	聖人a莫之	聖 + 人 + 莫 + 之	聖 + 人 + 莫 + 之	198.4.a	莫	0 0 973 0
4043	198	巧言	198.4	5	他人有心	他 + 人 + 有 + 心	他 + 人 + 有 + 心		心	0 0 0 0
4044	198	巧言	198.4	6	予忖a度之	予 + 忖 + 度 + 之	予 + 忖 + 度 + 之	198.4.a	度	0 0 973 0
4045	198	巧言	198.4	7	躍躍毚兔	躍 + 躍 + 毚 + 兔	躍 + 躍 + 毚 + 兔		兔	0 0 0 0
4046	198	巧言	198.4	8	遇犬a獲之	遇 + 犬 + 獲 + 之	遇 + 犬 + 獲 + 之	198.4.a	獲	0 0 973 0
4047	198	巧言	198.5	1	荏染柔木	荏 + 染 + 柔 + 木	荏 + 染 + 柔 + 木		木	0 0 0 0
4048	198	巧言	198.5	2	君子a樹之	君 + 子 + 樹 + 之	君 + 子 + 樹 + 之	198.5.a	樹	0 0 974 0
4049	198	巧言	198.5	3	往來行言	往 + 來 + 行 + 言	往 + 來 + 行 + 言		言	0 0 0 0
4050	198	巧言	198.5	4	心焉a數之	心 + 焉 + 數 + 之	心 + 焉 + 數 + 之	198.5.a	數	0 0 974 0
4051	198	巧言	198.5	5	蛇蛇碩言	蛇 + 蛇 + 碩 + 言	蛇 + 蛇 + 碩 + 言		言	0 0 0 0
4052	198	巧言	198.5	6	出自a口矣	出 + 自 + 口 + 矣	出 + 自 + 口 + 矣	198.5.a	口	0 0 974 0
4053	198	巧言	198.5	7	巧言如簧	巧 + 言 + 如 + 簧	巧 + 言 + 如 + 簧		簧	0 0 0 0
4054	198	巧言	198.5	8	顏之a厚矣	顏 + 之 + 厚 + 矣	顏 + 之 + 厚 + 矣	198.5.a	厚	0 0 974 0
4055	198	巧言	198.6	1	彼何人斯	彼 + 何 + 人 + 斯	彼 + 何 + 人 + 斯		斯	0 0 0 0
4056	198	巧言	198.6	2	居河之a麋	居 + 河 + 之 + 麋	居 + 河 + 之 + 麋	198.6.a	麋	0 0 0 975
4057	198	巧言	198.6	3	無拳無b勇	無 + 拳 + 無 + 勇	無 + 拳 + 無 + 勇	198.6.b	勇	0 0 0 976
4058	198	巧言	198.6	4	職為亂a階	職 + 為 + 亂 + 階	職 + 為 + 亂 + 階	198.6.a	階	0 0 0 975
4059	198	巧言	198.6	5	既微且b尰	既 + 微 + 且 + 尰	既 + 微 + 且 + 尰	198.6.b	尰	0 0 0 976
4060	198	巧言	198.6	6	爾勇伊c何	爾 + 勇 + 伊 + 何	爾 + 勇 + 伊 + 何	198.6.c	何	0 0 0 977
4061	198	巧言	198.6	7	為猶將c多	為 + 猶 + 將 + 多	為 + 猶 + 將 + 多	198.6.c	多	0 0 0 977
4062	198	巧言	198.6	8	爾居徒幾c何	爾 + 居 + 徒 + 幾 + 何	爾 + 居 + 徒 + 幾 + 何	198.6.c	何	0 0 0 0 977
4063	199	何人斯	199.1	1	彼何人斯	彼 + 何 + 人 + 斯	彼 + 何 + 人 + 斯		斯	0 0 0 0
4064	199	何人斯	199.1	2	其心孔a艱	其 + 心 + 孔 + 艱	其 + 心 + 孔 + 艱	199.1.a	艱	0 0 0 978
4065	199	何人斯	199.1	3	胡逝我梁	胡 + 逝 + 我 + 梁	胡 + 逝 + 我 + 梁		梁	0 0 0 0
4066	199	何人斯	199.1	4	不入我a門	不 + 入 + 我 + 門	不 + 入 + 我 + 門	199.1.a	門	0 0 0 978
4067	199	何人斯	199.1	5	伊誰云從	伊 + 誰 + 云 + 從	伊 + 誰 + 云 + 從		從	0 0 0 0
4068	199	何人斯	199.1	6	維暴之a云	維 + 暴 + 之 + 云	維 + 暴 + 之 + 云	199.1.a	云	0 0 0 978
4069	199	何人斯	199.2	1	二人從a行	二 + 人 + 從 + 行	二 + 人 + 從 + 行	199.2.a	行	0 0 0 979
4070	199	何人斯	199.2	2	誰為此b禍	誰 + 為 + 此 + 禍	誰 + 為 + 此 + 禍	199.2.b	禍	0 0 0 980
4071	199	何人斯	199.2	3	胡逝我a梁	胡 + 逝 + 我 + 梁	胡 + 逝 + 我 + 梁	199.2.a	梁	0 0 0 979
4072	199	何人斯	199.2	4	不入唁b我	不 + 入 + 唁 + 我	不 + 入 + 唁 + 我	199.2.b	我	0 0 0 980
4073	199	何人斯	199.2	5	始者不如今	始 + 者 + 不 + 如 + 今	始 + 者 + 不 + 如 + 今		今	0 0 0 0 0
4074	199	何人斯	199.2	6	云不我b可	云 + 不 + 我 + 可	云 + 不 + 我 + 可	199.2.b	可	0 0 0 980
4075	199	何人斯	199.3	1	彼何人斯	彼 + 何 + 人 + 斯	彼 + 何 + 人 + 斯		斯	0 0 0 0
4076	199	何人斯	199.3	2	胡逝我a陳	胡 + 逝 + 我 + 陳	胡 + 逝 + 我 + 陳	199.3.a	陳	0 0 0 981
4077	199	何人斯	199.3	3	我聞其聲	我 + 聞 + 其 + 聲	我 + 聞 + 其 + 聲		聲	0 0 0 0
4078	199	何人斯	199.3	4	不見其a身	不 + 見 + 其 + 身	不 + 見 + 其 + 身	199.3.a	身	0 0 0 981
4079	199	何人斯	199.3	5	不愧于a人	不 + 愧 + 于 + 人	不 + 愧 + 于 + 人	199.3.a	人	0 0 0 981
4080	199	何人斯	199.3	6	不畏于a天	不 + 畏 + 于 + 天	不 + 畏 + 于 + 天	199.3.a	天	0 0 0 981
4081	199	何人斯	199.4	1	彼何人斯	彼 + 何 + 人 + 斯	彼 + 何 + 人 + 斯		斯	0 0 0 0
4082	199	何人斯	199.4	2	其為飄a風	其 + 為 + 飄 + 風	其 + 為 + 飄 + 風	199.4.a	風	0 0 0 982
4083	199	何人斯	199.4	3	胡不自北	胡 + 不 + 自 + 北	胡 + 不 + 自 + 北		北	0 0 0 0
4084	199	何人斯	199.4	4	胡不自a南	胡 + 不 + 自 + 南	胡 + 不 + 自 + 南	199.4.a	南	0 0 0 982
4085	199	何人斯	199.4	5	胡逝我梁	胡 + 逝 + 我 + 梁	胡 + 逝 + 我 + 梁		梁	0 0 0 0
4086	199	何人斯	199.4	6	祇攪我a心	祇 + 攪 + 我 + 心	祇 + 攪 + 我 + 心	199.4.a	心	0 0 0 982
4087	199	何人斯	199.5	1	爾之安行	爾 + 之 + 安 + 行	爾 + 之 + 安 + 行		行	0 0 0 0
4088	199	何人斯	199.5	2	亦不遑a舍	亦 + 不 + 遑 + 舍	亦 + 不 + 遑 + 舍	199.5.a	舍	0 0 0 983
4089	199	何人斯	199.5	3	爾之亟行	爾 + 之 + 亟 + 行	爾 + 之 + 亟 + 行		行	0 0 0 0
4090	199	何人斯	199.5	4	遑脂爾a車	遑 + 脂 + 爾 + 車	遑 + 脂 + 爾 + 車	199.5.a	車	0 0 0 983
4091	199	何人斯	199.5	5	壹者之來	壹 + 者 + 之 + 來	壹 + 者 + 之 + 來		來	0 0 0 0
4092	199	何人斯	199.5	6	云何其a盱	云 + 何 + 其 + 盱	云 + 何 + 其 + 盱	199.5.a	盱	0 0 0 983
4093	199	何人斯	199.6	1	爾還而入	爾 + 還 + 而 + 入	爾 + 還 + 而 + 入		入	0 0 0 0
4094	199	何人斯	199.6	2	我心a易也	我 + 心 + 易 + 也	我 + 心 + 易 + 也	199.6.a	易	0 0 984 0
4095	199	何人斯	199.6	3	還而不入	還 + 而 + 不 + 入	還 + 而 + 不 + 入		入	0 0 0 0
4096	199	何人斯	199.6	4	否難a知也	否 + 難 + 知 + 也	否 + 難 + 知 + 也	199.6.a	知	0 0 984 0
4097	199	何人斯	199.6	5	壹者之來	壹 + 者 + 之 + 來	壹 + 者 + 之 + 來		來	0 0 0 0
4098	199	何人斯	199.6	6	俾我a祇也	俾 + 我 + 祇 + 也	俾 + 我 + 祇 + 也	199.6.a	祇	0 0 984 0
4099	199	何人斯	199.7	1	伯氏吹a壎	伯 + 氏 + 吹 + 壎	伯 + 氏 + 吹 + 壎	199.7.a	壎	0 0 0 985
4100	199	何人斯	199.7	2	仲氏吹b篪	仲 + 氏 + 吹 + 篪	仲 + 氏 + 吹 + 篪	199.7.b	篪	0 0 0 986
4101	199	何人斯	199.7	3	及爾如a貫	及 + 爾 + 如 + 貫	及 + 爾 + 如 + 貫	199.7.a	貫	0 0 0 985
4102	199	何人斯	199.7	4	諒不我b知	諒 + 不 + 我 + 知	諒 + 不 + 我 + 知	199.7.b	知	0 0 0 986
4103	199	何人斯	199.7	5	出此三物	出 + 此 + 三 + 物	出 + 此 + 三 + 物		物	0 0 0 0
4104	199	何人斯	199.7	6	以詛爾b斯	以 + 詛 + 爾 + 斯	以 + 詛 + 爾 + 斯	199.7.b	斯	0 0 0 986
4105	199	何人斯	199.8	1	為鬼為a蜮	為 + 鬼 + 為 + 蜮	為 + 鬼 + 為 + 蜮	199.8.a	蜮	0 0 0 987
4106	199	何人斯	199.8	2	則不可a得	則 + 不 + 可 + 得	則 + 不 + 可 + 得	199.8.a	得	0 0 0 987
4107	199	何人斯	199.8	3	有靦面目	有 + 靦 + 面 + 目	有 + 靦 + 面 + 目		目	0 0 0 0
4108	199	何人斯	199.8	4	視人罔a極	視 + 人 + 罔 + 極	視 + 人 + 罔 + 極	199.8.a	極	0 0 0 987
4109	199	何人斯	199.8	5	作此好歌	作 + 此 + 好 + 歌	作 + 此 + 好 + 歌		歌	0 0 0 0
4110	199	何人斯	199.8	6	以極反a側	以 + 極 + 反 + 側	以 + 極 + 反 + 側	199.8.a	側	0 0 0 987
4111	200	巷伯	200.1	1	a?x萋兮a?x斐兮	萋 + 兮 + 斐 + 兮	萋 + 兮 + 斐 + 兮	200.1.a	萋	0 0 0 0
4113	200	巷伯	200.1	3	成是貝b錦	成 + 是 + 貝 + 錦	成 + 是 + 貝 + 錦	200.1.b	錦	0 0 0 988
4114	200	巷伯	200.1	4	彼譖人者	彼 + 譖 + 人 + 者	彼 + 譖 + 人 + 者		者	0 0 0 0
4115	200	巷伯	200.1	5	亦已大b甚	亦 + 已 + 大 + 甚	亦 + 已 + 大 + 甚	200.1.b	甚	0 0 0 988
4116	200	巷伯	200.2	1	a?x哆兮a?x侈兮	哆 + 兮 + 侈 + 兮	哆 + 兮 + 侈 + 兮	200.2.a	哆	0 0 0 0
4118	200	巷伯	200.2	3	成是南b箕	成 + 是 + 南 + 箕	成 + 是 + 南 + 箕	200.2.b	箕	0 0 0 989
4119	200	巷伯	200.2	4	彼譖人者	彼 + 譖 + 人 + 者	彼 + 譖 + 人 + 者		者	0 0 0 0
4120	200	巷伯	200.2	5	誰適與b謀	誰 + 適 + 與 + 謀	誰 + 適 + 與 + 謀	200.2.b	謀	0 0 0 989
4121	200	巷伯	200.3	1	緝緝翩a翩	緝 + 緝 + 翩 + 翩	緝 + 緝 + 翩 + 翩	200.3.a	翩	0 0 0 990
4122	200	巷伯	200.3	2	謀欲譖b人	謀 + 欲 + 譖 + 人	謀 + 欲 + 譖 + 人	200.3.b	人	0 0 0 991
4123	200	巷伯	200.3	3	慎爾言也	慎 + 爾 + 言 + 也	慎 + 爾 + 言 + 也		言	0 0 0 0
4124	200	巷伯	200.3	4	謂爾不b信	謂 + 爾 + 不 + 信	謂 + 爾 + 不 + 信	200.3.b	信	0 0 0 991
4125	200	巷伯	200.4	1	捷捷幡a幡	捷 + 捷 + 幡 + 幡	捷 + 捷 + 幡 + 幡	200.4.a	幡	0 0 0 992
4126	200	巷伯	200.4	2	謀欲譖a言	謀 + 欲 + 譖 + 言	謀 + 欲 + 譖 + 言	200.4.a	言	0 0 0 992
4127	200	巷伯	200.4	3	豈不爾受	豈 + 不 + 爾 + 受	豈 + 不 + 爾 + 受		受	0 0 0 0
4128	200	巷伯	200.4	4	既其女a遷	既 + 其 + 女 + 遷	既 + 其 + 女 + 遷	200.4.a	遷	0 0 0 992
4129	200	巷伯	200.5	1	驕人a好a好	驕 + 人 + 好 + 好	驕 + 人 + 好 + 好	200.5.a	好	0 0 993 993
4131	200	巷伯	200.5	3	勞人a草a草	勞 + 人 + 草 + 草	勞 + 人 + 草 + 草	200.5.a	草	0 0 993 993
4133	200	巷伯	200.5	5	蒼天蒼b天	蒼 + 天 + 蒼 + 天	蒼 + 天 + 蒼 + 天	200.5.b	天	0 0 0 994
4134	200	巷伯	200.5	6	視彼驕b人	視 + 彼 + 驕 + 人	視 + 彼 + 驕 + 人	200.5.b	人	0 0 0 994
4135	200	巷伯	200.5	7	矜此勞b人	矜 + 此 + 勞 + 人	矜 + 此 + 勞 + 人	200.5.b	人	0 0 0 994
4136	200	巷伯	200.6	1	彼譖人者	彼 + 譖 + 人 + 者	彼 + 譖 + 人 + 者		者	0 0 0 0
4137	200	巷伯	200.6	2	誰適與謀	誰 + 適 + 與 + 謀	誰 + 適 + 與 + 謀		謀	0 0 0 0
4138	200	巷伯	200.6	3	取彼譖人	取 + 彼 + 譖 + 人	取 + 彼 + 譖 + 人		人	0 0 0 0
4139	200	巷伯	200.6	4	投畀豺虎	投 + 畀 + 豺 + 虎	投 + 畀 + 豺 + 虎		虎	0 0 0 0
4140	200	巷伯	200.6	5	豺虎不a食	豺 + 虎 + 不 + 食	豺 + 虎 + 不 + 食	200.6.a	食	0 0 0 995
4141	200	巷伯	200.6	6	投畀有a北	投 + 畀 + 有 + 北	投 + 畀 + 有 + 北	200.6.a	北	0 0 0 995
4142	200	巷伯	200.6	7	有北不b受	有 + 北 + 不 + 受	有 + 北 + 不 + 受	200.6.b	受	0 0 0 996
4143	200	巷伯	200.6	8	投畀有b昊	投 + 畀 + 有 + 昊	投 + 畀 + 有 + 昊	200.6.b	昊	0 0 0 996
4144	200	巷伯	200.7	1	楊園之道	楊 + 園 + 之 + 道	楊 + 園 + 之 + 道		道	0 0 0 0
4145	200	巷伯	200.7	2	猗于畝a丘	猗 + 于 + 畝 + 丘	猗 + 于 + 畝 + 丘	200.7.a	丘	0 0 0 997
4146	200	巷伯	200.7	3	寺人孟子	寺 + 人 + 孟 + 子	寺 + 人 + 孟 + 子		子	0 0 0 0
4147	200	巷伯	200.7	4	作為此a詩	作 + 為 + 此 + 詩	作 + 為 + 此 + 詩	200.7.a	詩	0 0 0 997
4148	200	巷伯	200.7	5	凡百君子	凡 + 百 + 君 + 子	凡 + 百 + 君 + 子		子	0 0 0 0
4149	200	巷伯	200.7	6	敬而聽a之	敬 + 而 + 聽 + 之	敬 + 而 + 聽 + 之	200.7.a	之	0 0 0 997
4150	201	谷風	201.1	1	習習谷風	習 + 習 + 谷 + 風	習 + 習 + 谷 + 風		風	0 0 0 0
